country,isonum,isocode,year,busi,econ,educ,envi,gove,heal,pers,safe,soci,prosperity
Albania,8,ALB,2009,48.73809432983398,61.96259307861328,55.468017578125,50.37310791015625,45.76335144042969,74.61124420166016,59.23887634277344,72.5035400390625,41.82870864868164,56.72083706325955
United Arab Emirates,784,ARE,2009,60.71919250488281,67.10871887207031,58.69623565673828,61.55148315429688,50.08169937133789,78.32972717285156,48.01349639892578,81.20730590820312,52.18182373046875,61.987742529975044
Argentina,32,ARG,2009,47.55733108520508,61.61395263671875,52.03917694091797,62.89790725708008,44.28353118896485,76.56415557861328,70.95463562011719,67.85688781738281,50.23413848876953,59.33352406819662
Armenia,51,ARM,2009,46.342735290527344,51.59114456176758,59.48740768432617,55.56251525878906,37.38258361816406,67.86096954345703,49.77318572998047,67.61852264404297,39.317848205566406,52.770768059624565
Australia,36,AUS,2009,73.39405059814453,79.06866455078125,78.97803497314453,74.08642578125,80.57727813720703,81.36172485351562,84.24462127685547,80.75151062011719,67.21636962890625,77.74207560221355
Austria,40,AUT,2009,67.25395202636719,80.32658386230469,75.51341247558594,70.25004577636719,77.46758270263672,79.38566589355469,72.21591186523438,81.86601257324219,62.30954360961914,74.06541230943468
Azerbaijan,31,AZE,2009,52.78783416748047,57.1298942565918,61.87506866455078,43.56161880493164,36.94450378417969,66.26577758789061,44.943443298339844,63.75483322143555,42.77593231201172,52.22654512193468
Burundi,108,BDI,2009,32.997573852539055,45.479408264160156,30.56573867797852,58.02538299560547,36.19536972045898,62.15548706054688,47.06775665283203,58.45720291137695,36.03563690185547,45.21995078192817
Belgium,56,BEL,2009,66.51802825927734,78.0479507446289,78.78216552734375,57.02251815795898,72.80503845214844,81.25670623779297,85.64800262451172,79.02424621582031,58.1805534362793,73.0316899617513
Benin,204,BEN,2009,33.449954986572266,52.18799209594727,25.57113265991211,58.4484748840332,49.24076461791992,54.622154235839844,63.11914825439453,65.29762268066406,36.40393447875977,48.70457543267144
Burkina Faso,854,BFA,2009,34.21033477783203,52.88534164428711,26.13664245605469,59.18346786499024,39.94193649291992,60.28289794921875,59.91358947753906,71.48600006103516,42.00977325439453,49.56110933091905
Bangladesh,50,BGD,2009,45.15494155883789,55.08203506469727,37.20930862426758,46.73948287963867,47.1046028137207,66.64332580566406,45.65834426879883,68.53817749023439,40.86113739013672,50.3323728773329
Bulgaria,100,BGR,2009,51.66155624389648,62.3975944519043,62.0772476196289,56.029151916503906,50.30041885375977,69.37877655029297,63.46023559570313,72.46760559082031,42.84581756591797,58.95760048760308
Bahrain,48,BHR,2009,55.52227020263672,68.83897399902344,61.48855590820313,51.49903869628906,48.65274429321289,77.93274688720703,43.38874053955078,75.55304718017578,53.04727554321289,59.54704369439019
Belarus,112,BLR,2009,45.55376052856445,66.36502075195311,63.416748046875,63.66507339477539,31.08415985107422,67.676513671875,35.66495132446289,66.31290435791016,42.886863708496094,53.6251106262207
Belize,84,BLZ,2009,47.18950271606445,59.93774032592773,51.72317123413086,63.58842086791992,46.77320098876953,73.08808135986328,61.522544860839844,62.97376251220703,49.93008804321289,57.41405698988173
Bolivia,68,BOL,2009,37.42635726928711,56.49428939819336,53.97987365722656,58.81582641601562,40.47478485107422,65.85683441162111,58.3198356628418,64.74908447265625,47.83489227294922,53.77241982354058
Brazil,76,BRA,2009,45.65793991088867,67.88923645019531,52.73550796508789,70.64047241210938,50.50960922241211,71.93482208251953,64.52886199951172,64.42333984375,52.08832168579102,60.04534573025174
Botswana,72,BWA,2009,51.32509994506836,58.62458419799805,55.37723159790039,63.34291076660156,65.28224945068361,69.82515716552734,65.99454498291016,62.17688369750977,52.18359375,60.45913950602213
Central African Republic,140,CAF,2009,32.69024658203125,46.58671569824219,15.941596031188965,58.97835540771485,31.05481338500977,47.97013854980469,39.1998291015625,41.88615036010742,49.44056701660156,40.41649023691813
Canada,124,CAN,2009,73.53729248046875,79.35890197753906,76.14261627197266,72.16726684570312,78.51765441894531,80.61620330810547,90.77547454833984,80.40432739257812,64.75090789794922,77.3634050157335
Switzerland,756,CHE,2009,70.76612091064453,79.70691680908203,77.2532958984375,74.37619018554688,79.78176879882812,83.20677185058594,81.2644271850586,83.20990753173828,61.28546142578125,76.7612067328559
Chile,152,CHL,2009,53.81415557861328,64.89218139648439,66.24620819091797,68.0670166015625,68.60899353027344,75.28202819824219,66.27132415771484,69.558349609375,52.53045654296875,65.03007931179471
China,156,CHN,2009,50.22438049316406,70.05281066894531,64.29384613037111,48.79357528686523,36.58035278320313,74.95780181884766,34.69192886352539,67.92430877685547,40.3636360168457,54.20918231540256
Ivory Coast,384,CIV,2009,35.4807243347168,50.39497756958008,26.340747833251953,58.70537185668945,27.253019332885746,53.55923080444336,52.98564529418945,60.45317077636719,39.5,44.963654200236
Cameroon,120,CMR,2009,35.477264404296875,53.43084335327149,41.9195671081543,57.61992263793945,27.90923500061035,58.15019607543945,41.92076110839844,60.07000350952149,45.936500549316406,46.93714374966092
Democratic Republic of Congo,180,COD,2009,29.71253776550293,43.86428833007813,23.08236122131348,43.43721389770508,30.219518661499023,50.60784912109375,34.82802200317383,39.413246154785156,41.21443176269531,37.37549654642741
Congo,178,COG,2009,35.60946655273437,42.84407043457031,37.322174072265625,60.57528305053711,25.98002624511719,52.604347229003906,45.56707763671875,58.57586288452149,40.40036010742188,44.38651869032118
Colombia,170,COL,2009,52.304542541503906,59.79288864135742,52.76705551147461,67.4910888671875,46.14679336547852,74.06777954101562,62.523109436035156,41.9152717590332,52.74620819091797,56.63941531711154
Comoros,174,COM,2009,33.93770217895508,45.88059997558594,29.78578186035156,53.96713638305664,35.512699127197266,57.178993225097656,37.30099868774414,62.52782440185547,41.86363220214844,44.21726311577691
Costa Rica,188,CRI,2009,49.30706405639648,65.00649261474611,60.80894470214844,67.12483215332031,65.17923736572266,77.32966613769531,79.1722640991211,68.27719879150389,54.55136108398438,65.19522900051541
Cyprus,196,CYP,2009,58.58709335327149,75.32939910888672,59.62274169921875,56.16533660888672,72.68553161621094,78.53689575195312,71.22511291503906,78.27508544921875,54.8636360168457,67.25453694661458
Czech Republic,203,CZE,2009,52.14265441894531,73.89411926269531,69.94781494140625,66.80943298339844,61.2520866394043,77.65086364746094,75.99884796142578,78.6864013671875,49.92029571533203,67.36694632636176
Germany,276,DEU,2009,66.19635009765625,80.50323486328125,74.1977767944336,70.78282165527344,77.67095947265625,81.17115020751953,79.61756134033203,82.99858856201172,61.58091354370117,74.96881739298503
Djibouti,262,DJI,2009,29.29260444641113,55.799888610839844,51.56400680541992,58.381324768066406,37.69799041748047,63.5415153503418,55.08996200561523,71.73667907714844,52.343910217285156,52.82754241095649
Denmark,208,DNK,2009,73.41203308105469,83.3172378540039,77.51583099365234,66.18762969970703,85.59413146972656,78.01696014404297,79.02726745605469,82.66315460205078,64.29954528808594,76.67042117648654
Dominican Republic,214,DOM,2009,46.17009353637695,58.94977569580078,50.63581466674805,71.56331634521484,45.90489959716797,70.61715698242188,73.03732299804688,58.302528381347656,50.809730529785156,58.443404303656685
Algeria,12,DZA,2009,41.6374397277832,54.21774291992188,52.2554702758789,62.65319442749024,33.75429153442383,72.4391860961914,34.32012939453125,65.43962097167969,44.37754821777344,51.23273595174154
Ecuador,218,ECU,2009,39.83480072021485,54.9072380065918,53.56761169433594,71.11727905273438,39.482948303222656,74.1675796508789,59.00545120239258,59.93648910522461,44.39954376220703,55.157660166422524
Egypt,818,EGY,2009,45.1359977722168,58.452064514160156,53.10863876342773,50.44167709350586,37.13991165161133,70.87928771972656,30.066608428955078,70.43937683105469,41.62934494018555,50.810323079427086
Spain,724,ESP,2009,57.66709518432617,71.37466430664062,70.19417572021484,68.68286895751953,66.49596405029297,80.36238861083984,85.43267822265625,77.21741485595703,54.74182510375977,70.24100833468967
Estonia,233,EST,2009,54.65078353881836,69.46656799316406,66.23197174072266,70.82691192626953,65.68747711181639,72.28128051757812,66.84123229980469,72.05538177490234,47.71884536743164,65.08449469672308
Ethiopia,231,ETH,2009,37.526649475097656,57.57391357421875,37.13202667236328,50.69926834106445,39.49587631225586,53.41529083251953,45.96095275878906,55.948204040527344,42.17772674560547,46.65887875027127
Finland,246,FIN,2009,71.85076904296875,80.1886978149414,76.44708251953125,76.39485931396484,85.2441635131836,79.89371490478516,80.3614730834961,80.99320220947266,60.86455154418945,76.91539043850369
France,250,FRA,2009,63.6080322265625,76.89717864990234,72.42453002929688,71.39130401611328,68.97666168212889,80.30619049072266,75.02755737304688,79.92452239990234,53.68095779418945,71.35965940687392
Gabon,266,GAB,2009,41.20068740844727,45.73291778564453,47.50894165039063,57.122276306152344,35.87244033813477,57.106422424316406,47.78151321411133,55.95787048339844,42.5,47.864785512288414
United Kingdom,826,GBR,2009,72.6737289428711,79.03700256347656,74.93419647216797,75.37259674072266,74.39070892333984,79.86895751953125,81.45880126953125,77.96054077148438,62.28909301757813,75.3317362467448
Georgia,268,GEO,2009,49.53694915771485,56.4797477722168,59.33628845214844,51.55860137939453,44.40969467163086,67.23296356201172,52.80849838256836,62.66016387939453,41.53236389160156,53.95058568318685
Ghana,288,GHA,2009,41.28919982910156,58.39067840576172,42.67117691040039,60.36239242553711,55.51466369628906,60.383338928222656,59.92478561401367,67.03407287597656,50.52582168579102,55.121792263454864
Guinea,324,GIN,2009,35.30765914916992,45.64641571044922,22.081825256347656,62.13917541503906,33.57863998413086,47.78674697875977,47.79299926757813,53.20598983764648,46.79050064086914,43.814439137776695
Greece,300,GRC,2009,51.456336975097656,68.85133361816406,59.5904426574707,64.22554016113281,59.4824447631836,78.07525634765625,61.67269897460938,77.84921264648438,44.81454849243164,62.8908682929145
Guatemala,320,GTM,2009,49.9426155090332,60.70354080200195,48.31332778930664,65.552978515625,41.47516250610352,71.11598205566406,52.17025375366211,59.98958206176758,52.88246154785156,55.79398939344618
Guyana,328,GUY,2009,41.37276840209961,57.37562942504883,51.62791061401367,61.97708129882813,46.5556755065918,69.94724273681639,60.27391052246094,62.85022354125977,54.54800033569336,56.28093804253472
Hong Kong,344,HKG,2009,76.05276489257812,76.00484466552734,73.29376983642578,56.012451171875,64.78577423095703,82.35880279541016,70.07264709472656,83.77401733398438,53.590904235839844,70.66066402859158
Honduras,340,HND,2009,48.74640274047852,57.38705444335938,52.72428512573242,57.45280456542969,40.28445053100586,73.38623046875,60.496986389160156,55.88608932495117,47.524658203125,54.87655131022135
Croatia,191,HRV,2009,47.185630798339844,65.36994934082031,63.4781608581543,62.43988800048828,54.27279663085938,73.97441101074219,65.53431701660156,75.98314666748047,41.84550476074219,61.120422787136505
Hungary,348,HUN,2009,53.10738754272461,65.55215454101561,64.03041839599611,51.05569839477539,58.33369445800781,74.79198455810547,74.10480499267578,75.38428497314453,48.20772933959961,62.72979524400499
Indonesia,360,IDN,2009,47.55170822143555,65.19554901123047,55.76776123046875,60.85419082641602,53.00586318969727,67.39396667480469,40.41200256347656,74.16864013671875,53.85868453979492,57.57870737711588
India,356,IND,2009,48.55360412597656,62.605506896972656,47.38300704956055,46.382080078125,57.26880264282226,60.03070449829102,47.83031845092773,52.0787239074707,42.92097854614258,51.67263624403212
Ireland,372,IRL,2009,69.29473114013672,73.4404067993164,76.26970672607422,67.95451354980469,74.9813232421875,78.4783935546875,84.08182525634766,81.34480285644531,64.00137329101561,74.42745293511285
Iran,364,IRN,2009,43.542869567871094,53.80331802368164,53.85320663452149,55.05746459960938,31.46330451965332,71.68226623535156,26.22222328186035,55.60088348388672,45.42820739746094,48.517082638210724
Iraq,368,IRQ,2009,33.82855987548828,43.46937942504883,36.58092498779297,34.736366271972656,32.277576446533196,62.13320922851562,27.009796142578125,49.56139755249024,44.8072509765625,40.48938454522027
Iceland,352,ISL,2009,69.00971984863281,76.07278442382812,66.75522613525389,71.86197662353516,77.96502685546875,82.76515197753906,85.08010864257812,84.21575927734375,63.96000289916992,75.29841740926106
Israel,376,ISR,2009,60.01054000854492,72.77357482910156,71.94355773925781,49.418357849121094,66.74689483642578,79.77879333496094,52.04278182983398,66.24537658691406,52.21709060668945,63.464107513427734
Italy,380,ITA,2009,51.58671188354492,70.70248413085938,70.87208557128906,64.50190734863281,57.12461471557617,79.7316665649414,72.49124908447266,77.96965789794922,56.75181579589844,66.859132554796
Jamaica,388,JAM,2009,50.54888916015625,61.5894775390625,54.10544967651367,64.07756805419922,50.82512664794922,72.96365356445312,62.77002716064453,58.22578048706055,52.6990966796875,58.64500766330295
Jordan,400,JOR,2009,46.65696716308594,60.94935607910156,55.90411376953125,57.9116096496582,47.571571350097656,75.39661407470703,41.3008918762207,75.38700103759766,46.31364059448242,56.37686284383138
Japan,392,JPN,2009,66.1461181640625,74.10584259033203,73.04228973388672,62.92598342895508,69.67231750488281,82.80128479003906,66.13637542724611,85.45022583007812,48.37591171264648,69.85070546468098
Kazakhstan,398,KAZ,2009,47.88864517211914,62.59320831298828,63.94884490966797,56.97420120239258,36.28765869140625,69.53360748291016,41.51249313354492,65.70082855224611,42.531005859375,54.10783259073893
Kenya,404,KEN,2009,49.80207824707031,53.42469024658203,46.70251846313477,54.52679443359375,36.63996887207031,59.40199661254883,47.54895401000977,49.79942321777344,52.94210815429688,50.08761469523112
Kyrgyzstan,417,KGZ,2009,51.65981674194336,56.99691772460938,57.70549774169922,58.565162658691406,33.50934600830078,71.06277465820312,47.19495010375977,65.38259124755861,43.83454132080078,53.99017757839627
Cambodia,116,KHM,2009,41.886810302734375,59.26849746704102,52.13092422485352,57.10823440551758,38.14381408691406,66.77438354492189,59.47832489013672,63.36852264404297,46.414817810058594,53.841592152913414
South Korea,410,KOR,2009,58.57939910888672,74.09981536865234,73.18048858642578,56.38518905639648,59.02277374267578,78.90544128417969,58.48234176635742,75.0355453491211,46.60950088500977,64.47783279418945
Kuwait,414,KWT,2009,49.54736709594727,64.88011932373047,52.71223831176758,56.512062072753906,45.33509063720703,76.990966796875,51.20614624023438,77.39021301269531,56.265907287597656,58.98223453097873
Laos,418,LAO,2009,42.89569854736328,64.28850555419922,46.11577224731445,51.8745231628418,35.171993255615234,64.09131622314453,44.60562515258789,69.1865234375,54.95291519165039,52.575874752468536
Lebanon,422,LBN,2009,48.12824249267578,61.37546157836914,51.92886734008789,59.08939743041992,38.663570404052734,70.11670684814453,52.38501358032226,66.71766662597656,46.5538215637207,54.995416429307724
Liberia,430,LBR,2009,45.240623474121094,48.69664764404297,25.2342586517334,57.26152038574219,45.435401916503906,56.02517700195313,52.592552185058594,52.27897262573242,50.417823791503906,48.13144196404351
Libya,434,LBY,2009,37.590431213378906,53.17192077636719,45.33467483520508,48.6649055480957,30.36454963684082,74.31974029541016,26.581684112548828,63.22895812988281,53.59091186523438,48.09419737921821
Sri Lanka,144,LKA,2009,46.34842300415039,65.52555847167969,60.155128479003906,63.68088150024414,51.6489486694336,74.42048645019531,45.65317153930664,43.963951110839844,56.7713623046875,56.46310128106011
Lesotho,426,LSO,2009,43.02816009521485,42.303077697753906,40.647762298583984,51.37456512451172,45.67637252807617,58.32855606079102,56.30031967163086,60.09383773803711,48.18636703491211,49.548779805501304
Lithuania,440,LTU,2009,50.96586227416992,65.009765625,59.6771354675293,61.48019409179688,56.672813415527344,69.2147216796875,67.00516510009766,66.99830627441406,36.20863723754883,59.24806679619683
Luxembourg,442,LUX,2009,59.19799041748047,79.92020416259766,65.958740234375,73.960205078125,80.3224105834961,84.24256896972656,86.28079223632812,83.31501770019531,61.58772659301758,74.9761839972602
Latvia,428,LVA,2009,55.76906967163086,65.91695404052734,62.02326583862305,66.62838745117189,53.29181671142578,67.68601989746094,59.97071838378906,68.42041778564453,46.13099670410156,60.64862738715278
Morocco,504,MAR,2009,48.58172225952149,61.022056579589844,37.54249954223633,59.42627334594727,38.767967224121094,68.75336456298828,43.86075210571289,72.03585815429688,42.06364059448242,52.45045937432183
Moldova,498,MDA,2009,43.20404052734375,56.91287612915039,60.55456924438477,45.26155471801758,42.3868408203125,63.34923934936523,48.56560134887695,61.5713882446289,43.99234008789063,51.7553833855523
Madagascar,450,MDG,2009,37.297096252441406,47.731178283691406,35.62873840332031,53.49838256835938,37.48217391967773,55.95074844360352,48.45477676391602,66.75846099853516,39.95136260986328,46.9725464714898
Mexico,484,MEX,2009,54.78431701660156,60.734619140625,60.262596130371094,61.85617446899414,49.05856704711914,74.98567199707031,57.61958312988281,52.80657958984375,48.18859100341797,57.81074439154731
Macedonia,807,MKD,2009,48.06525802612305,54.68753051757813,63.67084884643555,57.11635208129883,48.56344223022461,71.80158233642578,63.39765167236328,71.4099349975586,42.2768440246582,57.88771608140733
Mali,466,MLI,2009,39.12414932250977,49.3139877319336,19.92819023132324,48.54981994628906,46.55137252807617,56.40283966064453,59.91760635375977,64.12628936767578,43.24370574951172,47.461995654635956
Malta,470,MLT,2009,50.39743041992188,67.49679565429689,61.55900192260742,55.614967346191406,67.87012481689453,74.77938842773438,78.01033020019531,81.66726684570312,60.74091339111328,66.45957989162869
Montenegro,499,MNE,2009,50.70735931396485,59.39754867553711,60.23571014404297,49.944297790527344,50.06779479980469,72.39484405517578,65.97789764404297,72.3472671508789,44.72184371948242,58.421618143717446
Mongolia,496,MNG,2009,45.37873077392578,58.76447677612305,59.522987365722656,53.66688537597656,43.67732238769531,67.47145080566406,50.43238830566406,62.82475662231445,50.60499954223633,54.704888661702476
Mozambique,508,MOZ,2009,36.6965217590332,46.64016723632813,28.166393280029297,55.65396499633789,42.90305709838867,54.81227493286133,62.16307830810547,64.32695770263672,45.06045532226562,48.491430070665146
Mauritania,478,MRT,2009,32.77223587036133,45.60208129882813,29.240741729736328,40.976844787597656,31.729082107543945,56.11182403564453,39.64915466308594,61.42337417602539,49.94527816772461,43.0500685373942
Mauritius,480,MUS,2009,55.93413162231445,66.19981384277344,58.21198272705078,63.67472457885742,68.32760620117189,74.99015808105469,74.1616439819336,73.72686767578125,56.92046356201172,65.79415469699435
Malawi,454,MWI,2009,42.77489471435547,53.21250534057617,37.00853729248047,63.38729858398438,54.46131896972656,63.07045364379883,55.68417739868164,65.86264038085939,54.459999084472656,54.435758378770615
Malaysia,458,MYS,2009,62.85372543334961,68.70677947998047,68.69644165039061,67.96987915039061,57.44677352905274,78.28895568847656,44.81596755981445,73.67057037353516,51.62690734863281,63.786222245958115
Namibia,516,NAM,2009,52.80208587646485,54.37469482421875,45.153221130371094,54.70634841918945,63.457740783691406,64.00736236572266,71.07205963134766,62.6709098815918,52.40217971801758,57.8496225145128
Niger,562,NER,2009,34.42104721069336,44.07120132446289,15.84339714050293,50.86004257202149,35.494197845458984,55.85652160644531,48.25208282470703,60.94939041137695,47.21066284179688,43.66206041971842
Nigeria,566,NGA,2009,50.70050811767578,47.014404296875,37.98774719238281,53.40753936767578,34.743438720703125,53.17573547363281,40.607521057128906,43.20710754394531,50.75109100341797,45.7327880859375
Nicaragua,558,NIC,2009,46.39947891235352,54.993202209472656,46.794654846191406,67.74616241455078,40.24288177490234,71.65630340576172,67.93711853027344,62.16924667358398,47.33606719970703,56.14167955186632
Netherlands,528,NLD,2009,70.76288604736328,84.27545166015625,80.78753662109375,60.81999588012695,82.8720474243164,81.63175964355469,89.55498504638672,82.7403335571289,66.15227508544922,77.73303010728624
Norway,578,NOR,2009,70.76951599121094,79.43277740478516,78.94053649902344,74.36821746826172,80.49606323242188,81.16513061523438,85.65116882324219,84.7081069946289,62.65318298339844,77.57607777913411
Nepal,524,NPL,2009,43.50741958618164,62.39306259155274,37.44697189331055,50.49595260620117,41.36764144897461,62.15011596679688,61.7218017578125,64.12856292724611,39.43781661987305,51.405482821994354
New Zealand,554,NZL,2009,71.1645278930664,80.09333038330078,77.63009643554688,74.30416107177734,82.7960205078125,80.1046142578125,88.52942657470703,78.41897583007812,66.93000030517578,77.77457258436415
Oman,512,OMN,2009,56.63295364379883,66.65732574462889,55.34210968017578,48.30942916870117,46.1884765625,78.66677856445312,47.71375274658203,77.7291259765625,51.19409561157226,58.714894188774956
Pakistan,586,PAK,2009,44.19654846191406,54.10683059692383,34.711685180664055,35.3734245300293,37.97632598876953,56.32139587402344,32.47861099243164,44.66861343383789,37.65511322021485,41.94317203097873
Panama,591,PAN,2009,58.942283630371094,65.08051300048828,59.01777648925781,66.61442565917969,55.38182067871094,74.99646759033203,71.8409423828125,68.35478210449219,52.43397903442383,63.62922117445204
Peru,604,PER,2009,51.998435974121094,63.38725280761719,53.51509475708008,64.697021484375,48.1709976196289,70.78067779541016,59.54235076904297,57.42204284667969,45.78305053710938,57.25521384345161
Philippines,608,PHL,2009,41.302581787109375,60.01592254638672,57.48592758178711,65.44708251953125,45.15832901000977,68.48795318603516,61.15991592407226,48.863059997558594,56.150550842285156,56.00792482164171
Poland,616,POL,2009,54.80484390258789,68.73445892333984,64.8131103515625,55.89057159423828,58.94213485717773,74.56047821044922,70.01377868652344,77.51013946533203,48.85818481445313,63.7919667561849
Portugal,620,PRT,2009,53.38800048828125,72.7494125366211,59.93416976928711,65.12765502929689,65.57522583007811,76.13720703125,79.99482727050781,79.03157806396484,52.62182235717773,67.17332204182942
Paraguay,600,PRY,2009,46.25957489013672,58.62671279907226,52.10664749145508,61.49230194091797,38.63592147827149,73.77039337158203,63.871376037597656,67.88265228271484,47.26963806152344,56.65724648369683
Qatar,634,QAT,2009,55.91838836669922,73.13345336914062,52.84358215332031,61.899314880371094,50.715065002441406,79.50576782226562,47.79385375976562,75.81654357910156,57.27273178100586,61.65541119045682
Romania,642,ROU,2009,54.70521926879883,63.85831069946289,62.02125549316406,57.05508041381836,48.01646423339844,68.96123504638672,62.80993270874024,70.9430923461914,41.10182189941406,58.83026801215278
Russia,643,RUS,2009,47.29459762573242,61.19086074829102,66.59619140625,58.882118225097656,36.38172912597656,64.53586578369139,34.577091217041016,53.26079559326172,41.57259368896485,51.58798260158963
Rwanda,646,RWA,2009,48.00636672973633,56.18740844726562,40.26349639892578,56.44561767578125,49.05711364746094,70.02769470214844,56.22594833374024,65.94160461425781,41.703407287597656,53.76207309299045
Saudi Arabia,682,SAU,2009,53.74395751953125,60.76022338867188,52.22217559814453,59.69464111328125,39.51732635498047,74.3275375366211,31.60981559753418,67.20447540283203,47.90908813476562,54.10991562737359
Serbia,688,SCG,2009,46.48012924194336,58.31824111938477,62.6587028503418,54.4487190246582,46.52866744995117,70.28636169433594,61.75020980834961,71.75408935546875,40.96432113647461,57.021049075656464
Sudan,729,SDN,2009,43.17224502563477,46.28462219238281,27.183876037597656,43.227046966552734,30.74799156188965,58.66146850585938,37.8866081237793,44.816978454589844,54.90909957885742,42.98777071634928
Senegal,686,SEN,2009,38.34816360473633,51.46353149414063,28.919321060180664,52.93894577026367,41.10476684570313,59.64844131469727,60.340797424316406,61.6483268737793,48.66079711914063,49.23034350077311
Singapore,702,SGP,2009,76.0456771850586,77.8495101928711,75.0794677734375,74.10862731933594,71.1112289428711,83.71753692626953,51.54866409301758,86.76197814941406,51.25473022460938,71.94193564520941
Sierra Leone,694,SLE,2009,41.071189880371094,52.39752578735352,24.7033805847168,50.33356475830078,44.12874221801758,51.288307189941406,55.3824234008789,59.53885269165039,54.88318252563477,48.1919076707628
El Salvador,222,SLV,2009,47.77813720703125,57.90117263793945,52.994300842285156,55.13873291015625,50.60285949707031,72.74210357666016,59.92908477783203,59.20320129394531,43.10100173950195,55.48784383138021
Suriname,740,SUR,2009,35.5707893371582,58.02531433105469,59.37174987792969,68.36081695556639,53.35320663452149,74.51937866210938,69.88832092285156,69.86900329589844,50.40954971313477,59.92979219224718
Slovakia,703,SVK,2009,54.83588027954102,70.17311096191406,66.58950805664061,63.555397033691406,57.75101089477539,75.64971923828125,69.29630279541016,75.52445983886719,47.4849967956543,64.54004287719727
Slovenia,705,SVN,2009,50.883018493652344,73.9560775756836,68.87983703613281,62.46112442016602,66.49327087402344,76.88981628417969,80.27017211914062,81.93102264404297,58.36818313598633,68.9036136203342
Sweden,752,SWE,2009,71.89019012451172,83.16910552978516,77.91674041748047,71.49974060058594,85.88656616210938,82.51876831054688,84.4332504272461,82.56805419921875,59.681373596191406,77.72930992974176
Swaziland,748,SWZ,2009,47.5122184753418,46.764869689941406,46.52075958251953,49.09152603149414,28.213735580444336,63.75110626220703,37.43037796020508,60.37850952148438,49.68182373046875,47.70499187045627
Chad,148,TCD,2009,24.82582855224609,47.60647583007813,20.014684677124023,52.659873962402344,22.84840583801269,41.272926330566406,32.44559860229492,42.15018081665039,38.9981803894043,35.8691283331977
Togo,768,TGO,2009,28.1588077545166,48.46492004394531,30.12620735168457,53.87078094482422,31.003215789794922,51.2474250793457,40.32902526855469,58.48905563354492,27.38527107238769,41.00830099317763
Thailand,764,THA,2009,52.73860549926758,71.63922119140625,60.52896499633789,60.73637008666992,48.54312515258789,78.99199676513672,42.9755973815918,63.776405334472656,60.31623458862305,60.02739122178819
Tajikistan,762,TJK,2009,38.67073059082031,55.33631896972656,59.68683242797852,49.97892379760742,34.84973526000977,67.90988159179689,38.62876892089844,71.26793670654297,43.48320388793945,51.0902591281467
Trinidad and Tobago,780,TTO,2009,55.77471160888672,61.18337631225586,59.44384765625,66.1492919921875,54.38270568847656,72.74593353271484,64.64398193359375,62.01811981201172,51.683189392089844,60.891684214274086
Tunisia,788,TUN,2009,54.61970520019531,62.62416076660156,52.58755493164063,60.459922790527344,50.01554489135742,72.86268615722656,37.94947052001953,71.55290985107422,50.17363357543945,56.982843187120224
Turkey,792,TUR,2009,45.33162307739258,62.10134506225586,52.51773452758789,60.83642959594727,53.40547561645508,73.64522552490234,51.23399353027344,55.6948127746582,41.618751525878906,55.153932359483505
Tanzania,834,TZA,2009,44.21436309814453,58.74200439453125,43.20875549316406,58.75465774536133,44.93869018554688,57.307899475097656,52.4550666809082,58.69299697875977,53.69718551635742,52.44573550754123
Uganda,800,UGA,2009,44.44865798950195,58.2437515258789,38.29142761230469,52.56624221801758,39.608734130859375,53.02488708496094,51.31898498535156,55.85744857788086,50.20909118652344,49.285469479031036
Ukraine,804,UKR,2009,39.38911056518555,61.46320724487305,59.52020263671875,51.824302673339844,35.831504821777344,61.49744415283203,55.58226013183594,65.12557983398439,37.85116195678711,52.00941933525933
Uruguay,858,URY,2009,53.31109619140625,65.37324523925781,58.8015251159668,63.90472030639648,69.39471435546875,77.15406799316406,83.2308349609375,71.0846176147461,51.677734375,65.99250623914931
United States,840,USA,2009,73.05236053466797,77.23363494873047,79.00609588623047,67.69400787353516,71.77583312988281,78.5512466430664,74.84065246582031,72.037109375,65.24363708496094,73.27050866021051
Venezuela,862,VEN,2009,33.82653045654297,55.77070236206055,53.661216735839844,70.11004638671875,24.941856384277344,75.07682800292969,56.2805061340332,57.47709274291992,45.26549911499024,52.490030924479164
Vietnam,704,VNM,2009,44.81930923461914,64.01270294189453,60.38158416748047,56.29536056518555,42.09363555908203,71.32867431640625,40.28940963745117,74.13069152832031,43.58845520019531,55.21553590562608
Yemen,887,YEM,2009,35.062469482421875,44.429664611816406,24.29459381103516,39.255558013916016,28.95766448974609,57.98633575439453,29.510194778442386,57.119911193847656,40.86363220214844,39.7200027041965
South Africa,710,ZAF,2009,60.55426788330078,55.48675537109375,54.52224731445313,64.10646820068361,61.41879653930664,54.40169143676758,78.31409454345703,58.1685905456543,50.3834114074707,59.706258138020836
Zambia,894,ZMB,2009,46.78591918945313,48.63043594360352,40.34738540649414,58.76785659790039,44.91114807128906,60.30132293701172,48.8590316772461,60.6104736328125,50.460411071777344,51.07488716973199
Zimbabwe,716,ZWE,2009,25.616533279418945,51.73137283325195,45.28265762329102,51.90256118774414,23.698984146118164,57.09291076660156,38.45133972167969,56.48179626464844,43.06570434570313,43.70265112982856
Afghanistan,4,AFG,2010,41.27629852294922,52.34130477905274,26.062702178955078,38.79400634765625,24.7364559173584,54.23199462890625,26.17755508422852,41.30146026611328,40.482887268066406,38.37829611036513
